,المصنع الحديث للسخانات, 0114486898, 0114469756, m.aldosary@aljazierah.com
2597,Al Majoul Factory for oxidized asphalt insulating materials and insulation coils, 0138121784, 0138121767, mafco_acc@hotmail.com
2599,Al Majid Modern Factory for Perfumery and Oud, 0125203975, 025203975, Abdullah.abbasi@ajmalksa.com
2600,Diamond Axis Factory For Metal Casting, 0172235272, 072235272, almehwar.almasi.factory@gmail.com
2601,International Chimney Factory, 0135926805, 035926805, Madakhin_hco@yahoo.com
2602,Al Madar Modern Metal Painting Factory , 0112709444, 011242311, neworbitfactory@hotmail.com
2603,International Metal Scaffolding Factory, 0126689222, 026689222, info@almdarij.com
2604,El Madaen Factory For Cement Products & Ready Mix Concrete, 0148491616, 048491616, majed.alharbi@gmail.com
2605,Al Madefer Cement Products Factory, 0112651837, 0114981047, alharban2009@hotmail.com
2606,Factory mattresses and modern beds, 0126356177, 0126356177, info@sleebhigh.com
2610,Factory mirrors and all glass works, 0114985751, 0114982220, info@al-manna.com
2611,Factory World Marketing Center, 0112547000, 0114933264, Am.alhaddad@othaimmarkets.com
2613,Arab Center for Safety and Industrial Safety, 0126370356, 026370356, rsagr@afssac.edu.sa
2614,Al Marouei Paints & Adhesives Factory, 0126080184, 0126080184, adel.ali.911@gmail.com
2615,Farm Plant for Wire Mesh, 0114777482, 0114782719, mohd@alwstah.com
2616,National Foundry Factory for Agricultural Pump Spare Parts, 0114982082, 0114984795, waleed.nff@hotmail.com
2618,Future Furniture & Decoration Factory, 072211111, 0172382773, ayaseen@al-jazeerapaints.com
2619,Future Plastic Packaging Factory, 0126081195, 026081195, info@ab.com.sa
2620,Future Factory For Paints , 0172382663, 072382663, asulaiman@al-jazeerapaints.com
2622,Medical Disposables Factory, 0126380772, 026380772, aalsomaa@jamjoom.md
2623,AL MASILA AIR CONDITIONING FACTORY, 0138123332, 0138123337, mutasem@skmsaudi.com
2625,Industrial Projects Factory, 0114489596, 0114484130, Inf_indro@yahoo.com
2626,Factory of Arab producers of frozen potato fingers, 0133610352, 0114329061, jj-kaler@hotmail.com
2627,AL MUSAIRAY FACTORY FOR HOME APPLIANCES, 0114483422, 0114486681, al.musairieyfactory@hotmial.com
2628,World Kitchen Factory, 0114650938, 0114651816, kudeybaker@hotmail.com
2629,National rubber factory and its derivatives, 0138123333, 0138127714, tm@alhowail.com
2630,Al Matroudi Paints Factory, 0114981588, 0114981592, al-matroudigroup@hotmail.com
2631,Al Matroudi Factory For Car Body, 0114981592, 0114980723, fahadsalah24@hotmail.com
2633,Al Mutla factory for furniture and metal furniture, 0112413394, 0112414913, almutla@awalnet.ney.sa
2634,Al Mutlaq Factory For Furniture & Metal Painting, 0114483777, 0114470704, almutlag-factory@hotmail.com
2635,Al - Mojil Wood Structures Factory, 0138472115, 0138472115, mail@almoajilholding.com
2636,Al - Mo'ajel Cement Products Factory, 0138472260, 0138472260, mcpp@moajil.com
2637,Knowledge Factory for Aerial Channels, 0138121866, 0138121894, gassan@refhouse.com
2638,Industrial Contracting Factory (ENCO), 0118825253, 0118825172, inco@inco-sa.com
2639,Advanced Trailer Factory for Cement Products, 0112316443, 0112316443, maktorah@gmail.com
2640,Excellent Factory For Printing & Packaging, 0112651370, 0114985815, a_momtaz2000@hotmail.com
2641,Factory of sweets and sweets, 0114585981, 0114587134, hdjh@h.com
2642,Al - Manar Lubricating Oils Factory, 0126081380, 026081380, almanarlube@hotmail.com
2644,Al - Manar chemical liquids factory, 0126364596, 0126080901, fazooz@hotmail.com
2645,Al Manara Electrical Panels Factory, 0114787975, 0114782910, almanara@almanara.com.sa
2646,Al Manaratin Factory for bricks and ceilings, 0138584198, 0138579738, alshaab@almanarakain.com
2647,Arab Products Factory For Medical Disinfectants, 0112650286, 0114601540, hamadehwassim@yahoo.com
2648,National Electrical Products Factory , 0114545287, 0114545287, al-subait@hotmail.com
2649,Modern Detergents Factory, 0138644958, 0138644958, emil@hotmail.com
2650,Al Manhal Water Factory , 0112650000, 0112650934, hbh@almanhal.com.sa
2651,El Mona Factory For Marble Industry, 0112651343, 0112650971, sadik_jazra@almonagroup.com
2652,Al Manif Block Factory, 0144430012, 044430012, almunif77@hotmail.com
2653,Al Manif Block Factory, 0144247062, 0144225798, almunif77@hotmail.com
2654,Al Tayseer Aluminum Factory , 0112655550, 0112651648, info@altaiseer.com
2659,Al-Jazeera Aluminum Factory, 0138472040, 0138473927, info@alumjaz.com
2660,Riyadh Aluminum Factory , 0114484400, 0114481912, kkkk@kkk.com
2661,Eastern Aluminum Factory, 0138471421, 0138471364, almaglass@yahoo.com
2662,Al Maha Plastic Factory, 0112652880, 0112650762, info@almahaplastic.com
2663,Saudi Engineers Factory For Metal Development  , 0138575500, 0138573988, malek@raqtan.com
2664,Rubber & Plastic Medical Materials Factory, 0112652371, 0112652390, general@unimed.com.sa
2665,Saudi Abrasives Factory, 0138170059, 0138170059, jollylonappan@humaideist.com
2666,Al Morki Factory for the production of melamine plastic and engineering tools, 0126376662, 0126376662, almourky@awalnet.net.sa
2670,Saudi Aluminum Factory Factory, 0114482160, 0114487963, andalus@andalusgroup.net
2671,Saudi Metallurgical & Galvanization Factory Factory, 0126380945, 026380945, talal@saudimetin.com
2672,Qualified Factory for Plastic Materials, 0138120994, 038120994, magdy_samaha@hotmail.com
2673,Al - Meera Carpet Factory, 0126081263, 026081263, administration@almiracarpets.com
2674,AL NAREER NEW FACTORY FOR AUTO CARBON BUILDING, 0172375011, 072375011, fahad8897@hotmail.com
2675,El Nagaees Ready Mix Concrete & Block Factory, 0144239032, 0112521134, alnagaez@alnagaez.net
2676,Al Najma Factory For Office & Home Furniture, 0112653108, 0114650060, import@najmahintl.com
2677,Al-Nakhba Factory for Cooling, 0126797301, 026797301, elitecooling@hotmail.com
2678,El Nakhba Factory For Plastic Industries, 0126247111, 026247111, alnokhbaplastic@gmail.com
2679,World Eagle Black Factory , 0138123481, 0138123483, mr-1400@hotmail.com
2680,Al Nahari Advertising Materials Factory, 0172381213, 0172221820, naharygroup@yahoo.com
2681,Al Nahda Radiators Factory, 0138471618, 0138473110, gm_anhdh@hotmail.com
2682,El Nour Modern Factory For Adhesive Pulleys & Paper , 0125205010, 025205010, info@ennoor.com
2683,Al Nour Optical & Sun Lens Factory, 0138123747, 0138124155, info@alnooroptician.com
2684,Al - Hajri Factory for heat insulation and cooling, 0138472946, 0138472946, info@alhajryco.com
2685,Sweets & Sweets Factory, 0126353847, 026353847, alhijrahco@hotmail.com
2686,AL HUDA PLASTIC CUTTING FACTORY, 0114732664, 0114732665, info@alhudaprepress.com
2687,El Hadian Plastic Products Factory, 0138472030, 0138472732, info@hadiyan.com
2689,Al Helal Modern Plastic Factory, 0138946650, 0138984204, a.g10777@yahoo.com
2690,ALHALAL AL ​​SAHALAN FACTORY FOR HALAWAH ​​AND TAHINA FLOWER, 0126380780, 026380780, m_banafea@hotmail.com
2692,Factory Infrastructure, 0126685563, 026685563, htrmm@hotmail.com
2693,Turkish Facades Factory for Decoration Works, 0144216400, 0144216400, gm-1431@hotmail.com
2694,Factory of printed tin cans and containers, 0126380711, 0126380711, yazidi75@gmial.com
2695,Al Wadi Factory for Metal Industries, 0114985162, 0114982670, alwadi_factory@yahoo.com
2696,Lotus Color Paints Factory Limited, 0114150545, 0118128373, alwanallouts@yahoo.com
2697,International Rose Factory for Sweets and Chocolate, 0112654756, 0112654121, ima444@yahoo.com
2698,Al Wusta Plastic Factory, 0163220022, 0163220040, info@alwostaplas.com
2699,Al Watan Metal Protection Factory, 0114480068, 0112650180, factory@alwatanfac.com.sa
2700,National Factory for Vessels Industry, 01147000088, 0114489256, gs-razak@wataniaind.com
2701,Al Watania Metal Packaging Factory, 0126372221, 0126375554, salem.ali@wataniaind.com
2702,Al Wifaq Aluminum Distinguished Factory, 0122808233, 022808233, madar.est@gmail.com
2703,Al Wefaq Factory for Children 's Cosmetics, 0126495555, 0126495444, mabdu@alwefag.com
2704,Fiber Factory for Ready Made Garments and Gowns, 0114982962, 0114986482, alyafgorp@yahoo.com
2705,Yarmouk Eastern Factory for wood platforms , 0138648009, 0138657001, m_a_shami@hotmail.com
2706,Amwaj Alnasim Factory For Gypsum Decorations , 0148274123, 0148274123, naseemfaiz1@hotmail.com
2707,Ansept asphalt insulation factory, 0135330041, 035330041, fahad@fahadkgroup.com
2708,Orca Doors & Metal Works Factory, 0172282226, 072282226, info@orca.sa
2709,Orca Wooden Doors & Products Factory, 0172321111, 0172282226, info@orca.sa
2710,Oring Zip Amar Wool Spinning Factory, 0138331190, 0138345104, azgamar@hotmail.com
2711,Iskrim Trading Company, 0112650604, 0112650503, info@conezone.com.sa
2712,Dispatch Factory for Food Additives, 0122680723, 0122682467, sbawazir@esnad.com
2714,Air Ventilation Plant, 0138435053, 0138418104, saleh_4000@hotmail.com
2715,L & T Electrical Saudi Arabia, 0138127708, 0138127780, jamil1255@yahoo.com
2716,Quality Supply Factory for Plastic Technology, 0126081829, 0126080799, rami@zenithplastic.com
2718,Ithar Fire & Safety Equipment Factory, 0126141667, 0126141669, faisal13456@gmail.com
2719,Aga Timber Factory, 0114603368, 0114603371, hmdmehb@hotmail.com
2720,Factory equipment power equipment industry and chemical materials, 0138812229, 038812229, jf@uitc.com.sa
2721,Ahmed Ibrahim Al Mesbahi Perfumes & Cosmetics Factory, 0126477004, 026477004, international@almusbah.com
2722,Ahmed Jamil Zaqzouq Factory For Metal & Wooden Works , 0125200747, 025200747, abnanzagzoog@gmail.com
2723,Ahmed Salem Buqshan Metal & Wire Welding Factory, 0114980999, 0112440439, gm_amm@boogshan.com
2724,Ahmed Abed Rabbo Al Harbi Factory For Steel Structures, 0126216885, 026216885, alal772009@windowslive.com
2725,Ahmed Abdul Badran Plastic Factory, 0126080527, 026080527, ahmed.a.badran@hotmail.com
2726,Ahmed Mohammed Al - Sudairy Plastic Factory, 0114984629, 0114984626, info@sudairygroup.com
2728,Ahmed Nasser Al - Banali & Sons Factory , 0138595555, 0138574882, mmokhaid@albinali.com
2729,Adim Uniform Factory, 0114771803, 0114767896, adeemadeem@hotmail.com
2730,Arasco Food Factory , 0112612222, 0112612111, a.niwaisry@arasco.com
2731,Arak Plastic Products Factory, 0114485671, 0114460950, isudais@gmail.com
2732,Asas Steel Factory for the production of angles and metal structures, 0172375151, 0172330577, asas.steel@yahoo.com
2733,Base metal alloy factory, 0114717070, 0114717272, ALSABAEK@HOTMAIL.COM
2734,Ousama Abdul Aziz Al Deheishi Factory For Car Body, 0112416652, 0112440368, info@aldheeshi.com
2735,Asbak Building Materials Factory, 0114933405, 0114933922, s_biuwi@hotmail.com
2736,Astra Industrial Plant for Fertilizers and Pesticides, 0138121406, 0138121347, bilal.alzoubi@astra-agri.com
2737,Aswar Factory for the manufacture of nets, 0138272140, 0138272140, mhgd-2006@hotmail.com
2738,Asia Plastic Factory, 0114984510, 0114980105, saad@asia-pp.com
2739,Al Rawafed Lights Factory For Electrical Industries, 0133616937, 0133616939, hdjh@h.com
2740,Fodder for Agriculture Development Co. Ltd., 0126377331, 026377331, adc@adc-ksa.com
2741,Firewood Furnace Factory, 0112087934, 0112080394, fahd.sr@hotmail.com
2742,Awqat Food Industries Factory, 0126082261, 026082261, it@aquatfoods.com
2743,Akas Water Bottling Factory, 0126683492, 026683492, alirahimi2@hotmail.com
2744,Akram Khair Badr Factory and its partner for the production of packaging pens, 0138121540, 0138121587, akb@aspco.com.sa
2747,Alpha Factory for Inks and Printing Materials, 0126094240, 026094240, alphainks@sps.net.sa
2749,Red Sea Aluminum Factory For Houseware, 0126476389, 026476389, sal@rsallminium.com.sa
2751,Aluminum Factory - Capital Corporation for Trade and Industry, 0126353434, 026353434, almarbaem@YAHOO.COM
2757,Aluminum Factory - Capital Corporation for Trade and Industry, 0126380115, 0126374946, almarbaem@yahoo.com
2758,Alwan Valley Paints Factory, 0135879648, 035879648, Aliaa22@hotmail.com
2759,Amjad Refrigeration & Air Conditioning Factory, 0114984148, 0114984152, amajedsss@yahoo.com
2760,Safety and protection plant for the manufacture of electrical materials explosion-proof and fire, 0138123419, 0138893332, sales@spfsa.net
2761,Safety and protection plant for the manufacture of electrical materials explosion-proof and fire, 0138123438, 0138123438, basil@ivm-ombsaudi.com
2762,Amwaj Al Seif Factory For Manufacturing Umbrellas , 0138437867, 0138438750, muath70@hotmail.com
2764,Al Manar Pipes Factory, 0114743056, 0114781723, estmoneef@yahoo.com
2766,Anas Ghaleb Khashoggi Confectionery Factory, 0126910994, 026910994, anas@ganache-sa.com
2767,Anzaf Steel Factory, 0126739658, 026739658, sohaibkm@hotmail.com
2768,Factory Control Systems, 0138828871, 038828871, acsf@kaj-establishment.com
2769,Anwar Ali Canadian Confectionery Factory, 0126473744, 026473744, ALRIYADH_CONSULTANT@YAHOO.COM
2770,Ahl Al - Saraa Detergents & Detergents Factory, 0172217429, 072217429, GM@ahalalsaraa.com
2772,Opera International Factory for the production of pastries and chocolate, 0112650765, 0112654624, opera@opera.com.sa
2773,Babtain Wedding Accessories Factory, 0126442526, 026442526, m@babatin.com
2775,Babtain Sweets & Chocolate Factory, 0126374705, 026374705, omar@babatin.com
2778,Bajsir Metal Works Factory, 0126380852, 026380852, bajsair@hotmail.com
2780,BADIRQ MELAMINE PLASTIC AND GLASS STEEL FACTORY, 0126379110, 0126363126, badreigmf@windowslive.com
2781,Baamer Electricity Factory, 0126081777, 026081777, y-ami-s@hotmail.com
2782,Baamer Electricity Factory, 0126081777, 026081777, hr@baamerelectric.com
2783,Baamer Electricity Factory, 0126683487, 026683487, hr@baamerelectric.com
2784,Baganem Industry Factory (Clean) , 0126363877, 0126379109, clean_factory1@hotmail.com
2786,Baganem Water Pump Factory, 0126081434, 026081434, info@baghanem.com
2787,BAKQUES Biscuits Factory, 0126366728, 0126362405, bakabas.sm@hotmail.com
2789,AL - HAMRAR FOR JARRANITE POWDER , 0138123345, 0138123345, indust_acc@kabco.org
2790,AL - BAHMAR FOR DRAWING PAINT, 0138122591, 0138122591, indust_acc@kadco.org
2791,PAN LIGHTING FACTORY, 0112651230, 0112651627, info@panlighting.com.sa
2792,Bawazir Sanitary Napkins & Paper Napkins Factory, 0125204746, 025204746, bawazeer.omar@bdmco.com.sa
2793,Al Alam International Detergents Factory, 0112650500, 0112652522, yousef_alwahaibi@petro-glope.com
2794,Petroleum plant for asphalt derivatives , 0135333954, 035333954, petrolk@hotmail.com
2796,Bateel Sweets & Chocolate Factory, 0112652477, 0112651452, hrnotification@bateel.com
2798,Bahls National Carpet Factory, 0126376343, 026376343, info@bahlas.com.sa
2799,Bakhsh Automotive Spare Parts Factory, 0125216231, 025216231, bakhshfactory@hotmail.com
2800,Badr Fiberglass Factory, 0126080403, 0126080403, badraqualux@hotmail.com
2804,Badrih Abdullah Al Ghamdi Block Factory, 0177250889, 077250889, msfer1390@hotmail.com
2805,BRAK FACTORY for plastic disinfectant fabric, 0135341070, 035341070, barrakgdf@gmail.com
2806,Brac Glass Factory, 0135867733, 035867733, barrakgdf@gmail.com
2807,Brac Glass Factory , 0135330123, 035330123, barrakgdf@gmail.com
2808,Brak Glass Factory Khamis Mushait Branch, 0135870212, 035870212, ashrafdoo@gmail.com
2809,Barak Industrial Gases Factory, 0135330123, 035330123, barrakgdf@gmail.com
2810,Barakat Mohammed Al - Jadaani Ice Industry Factory, 0122822933, 022822933, alriyadh_consultant@yahoo.com
2811,Arab Baraka Factory for Pastries and Confectionery, 0172381313, 0172381414, gogo947@hotmail.com
2812,Bernie Aluminum & Metals Factory, 012445720, 012442210, berne.web@hotmail.com
2813,My orchards factory for food industry , 0126679257, 026679257, smmfc.sm@gmail.com
2814,Basma Factory For Metal Furniture , 0114981691, 0114981202, basmah06@yahoo.com
2815,Bashaer Al Mustaqbal Lubricants Factory, 0112425279, 012425279, amedlej1385@gmail.com
2816,Majid blankets factory, 0114981735, 0114984338, info@saudiblantex.com
2817,Bilghaf Al Zafer Factory For Steel & Metal Manufacturing , 0138473014, 0138473210, info@baghlaf-steel.com
2818,Bilghaf Steel & Cold Metal Manufacturing Factory, 0126375357, 026375357, info@baghlafsteel.com
2822,Bakr Abbas Nto Plastic Factory , 0125420244, 025420244, osama@ibsolations.com.sa
2824,National Plastic Factory, 0112650523, 0112652692, gs-razak@wataniaind.com
2829,Plastic Factory Jeddah, 0126360224, 026360224, jbfjeddah@hotmail.com
2832,PLASCO PLASTIC INDUSTRY FACTORY, 0112652100, 0112651352, plasco@plasco.com.sa
2834,Tiles Factory Thursday, 0172382701, 072382701, alhasaniah.factory@hotmail.com
2835,Tile factory, 0114983295, 0114981206, kaffac1@hotmail.com
2837,Baljea Al - Thuraya Factory, 0126363223, 0126393030, hamj@hotmail.co.uk
2838,Block National Factory Branch National Company for Industry , 0114900339, 0114900112, qahtanism@watanaind.com
2839,Block Brick Factory and Cement Products, 0148640995, 048640995, jhwary@hotmail.com
2840,Bin Salman Plastic & Toys Factory, 0112650136, 0112650151, sbinsalman@gmail.com
2841,Advanced steel building factory, 0138875440, 0138877013, fahad@yousefia.com
2842,Bander Abdulrahman Al Bahout Medical Supplies Factory, 0135314819, 035314819, bandarab@hotmail.com
2843,Al - Masmak Gate Factory, 0138468800, 0138345958, aae6002@hotmail.com
2844,Buan Wooden Products Factory, 0138121167, 0138121414, nawaf@bawanwood.com
2846,Bawani Wooden Products Factory, 0126388401, 0126388401, abdul.rahim@tamkeen.com
2848,Bukhsen Aluminum Factory, 0135330097, 035330097, Bu_khamseen@yahoo.com
2850,Oil & Gas Polymers Factory , 0138812229, 038812229, jf@uitc.com.sa
2851,Gulf Polyurethane Factory, 0138930395, 0138930396, othman@nassag.com
2852,Bowoon Lee Steel Industries & Construction Factory , 0138465535, 0138465535, steelinfo@bwlconts.com
2854,Sponge House Factory & Mattress Mattresses, 0126891646, 0112452882, bader-14@live.com
2855,Water Food House Factory , 0138981000, 0138935700, salmeflah@yahoo.com
